new_id,Response_ID,Recorded_Date,Location_Latitude,Location_Longitude,input_location,input_category,input_lat,input_lon,distance_m,best_lat,best_lon,sweep,gender,age,race_White,race_Hispanic,race_Black,race_Asian,race_American_Indian,last_30_noshelter,_3year_noshelter,Rank___Level_of_privacy,Rank___Length_allowed_to_stay,Rank___Security_Guards,Rank___Case_Management,Rank___Close_to_transit,Rank___Proximity_to_where_you_st,Rank___Substance_Use_Policy,Rank___Participation_in_rule_mak,Rank___Curfew_Policy,Rank___Pet_Policy,Rank___Partners_Policy,Rank___How_Clean_it_is,Preferred_B1Q1,Preferred_B1Q2,Preferred_B1Q3,Preferred_B1Q4,Preferred_B2Q1,Preferred_B2Q2,Preferred_B2Q3,Preferred_B2Q4,Preferred_B3Q1,Preferred_B3Q2,Preferred_B3Q3,Preferred_B3Q4,Outside_Option_B1Q1,Outside_Option_B1Q2,Outside_Option_B1Q3,Outside_Option_B1Q4,Outside_Option_B2Q1,Outside_Option_B2Q2,Outside_Option_B2Q3,Outside_Option_B2Q4,Outside_Option_B3Q1,Outside_Option_B3Q2,Outside_Option_B3Q3,Outside_Option_B3Q4,trigger___Selected_Choice_Family,trigger___Selected_Choice_Chose_,trigger___Selected_Choice_Divorc,trigger___Selected_Choice_Could_,trigger___Selected_Choice_Rent_i,trigger___Selected_Choice_Evicti,trigger___Selected_Choice_Releas,trigger___Selected_Choice_Other_,trigger___Other__Specify____Text
318,R_nLxb2R0VlpOPPln,2025-08-09 19:59:11,37.855132,-122.293588,"37.8554183, -122.2924001",coord_decimal,37.8554183,-122.2924001,109.0,37.855132,-122.293588,0.0,Male,60.0,White,,,,,,,6,9,8,12,2,7,3,5,1,10,11,4,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Left state for better opportunity
319,R_oRWiHCz0ydbI1Kn,2025-08-09 19:59:13,37.855183,-122.293413,"37.8554183, -122.2924001",coord_decimal,37.8554183,-122.2924001,92.7,37.855183,-122.293413,0.0,Male,73.0,,,,,,,,3,5,6,2,8,4,10,7,11,1,12,9,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Wife died and he didnt see a point to paying bills
320,R_jitgCKxMAjuAyNG,2025-08-10 23:11:48,37.803687,-122.293742,"37.8035541, -122.2932561",coord_decimal,37.8035541,-122.2932561,45.2,37.803687,-122.293742,0.0,Male,34.0,White,,,,,,,3,9,8,10,11,5,2,7,4,12,1,6,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,,,,,,,Other (Specify),Never had a plac3
321,R_if1mLVTZauxocMi,2025-08-10 23:11:49,37.803847,-122.293832,"37.8035541, -122.2932561",coord_decimal,37.8035541,-122.2932561,60.2,37.803847,-122.293832,0.0,Female,57.0,White,,,,,,,2,4,11,6,9,10,3,7,5,1,12,8,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Avoiding getting in trouble
322,R_9AQw2VEOc8LkAzN,2025-08-10 23:11:51,37.803825,-122.29386,"37.8035541, -122.2932561",coord_decimal,37.8035541,-122.2932561,61.0,37.803825,-122.29386,0.0,Male,48.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,1,4,8,6,7,9,3,11,2,10,12,5,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,,,,,,,,Other (Specify),Landlord wanted him to move
323,R_gKo3RzA9fX86d5n,2025-08-10 23:11:52,37.80379,-122.293817," 37.8035541, -122.2932561",coord_decimal,37.8035541,-122.2932561,55.8,37.80379,-122.293817,0.0,Female,59.0,White,,,,,,,3,6,11,5,12,9,4,8,10,2,1,7,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Live/ work. Got fired
324,R_b2yWkfCcoztYrvd,2025-08-10 23:11:53,37.803803,-122.29383,"37.8035541, -122.2932561",coord_decimal,37.8035541,-122.2932561,57.5,37.803803,-122.29383,0.0,Male,55.0,White,,,,,,,3,7,10,5,12,8,4,11,6,2,1,9,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,Other (Specify),Live / work  got fired
325,R_kHR41fag5qHaU9z,2025-08-10 23:11:55,37.803428,-122.292418,"37.8035541, -122.2932561",coord_decimal,37.8035541,-122.2932561,75.0,37.803428,-122.292418,0.0,Male,49.0,,,Black,,,,,1,4,7,2,9,8,5,6,10,11,12,3,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Somebody trieed to kill me
326,R_1mZhZBV78PKEsCA,2025-08-10 23:11:56,37.803667,-122.291943,"37.8035541, -122.2932561",coord_decimal,37.8035541,-122.2932561,116.0,37.803667,-122.291943,0.0,Female,56.0,White,,,,,,,5,2,7,3,8,12,11,9,4,1,10,6,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Conflicts with management
327,R_6bnWpi35sgyS9MJ,2025-08-10 23:11:57,37.8037,-122.29196,"37.8035541, -122.2932561",coord_decimal,37.8035541,-122.2932561,115.0,37.8037,-122.29196,1.0,Female,44.0,White,,,,,,,3,6,11,1,8,12,10,7,4,2,9,5,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Moved to be with a boyfriend
328,R_eFCZVRXRjpoODed,2025-08-10 23:11:59,37.810405,-122.291382,"37.8035541, -122.2932561",coord_decimal,37.8035541,-122.2932561,779.4,37.810405,-122.291382,1.0,Male,59.0,White,,,,,,,3,8,12,6,11,9,4,10,5,1,2,7,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
329,R_4bMHLyt1lc6Cok9,2025-08-10 23:12:00,37.809757,-122.291568,"37.8096407, -122.2917255",coord_decimal,37.8096407,-122.2917255,18.9,37.809757,-122.291568,1.0,Female,57.0,,,,,American Indian,,,3,9,4,6,5,11,8,10,7,2,1,12,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,Divorce/breakup,,,,,,
330,R_hzSygy0iKoEesGt,2025-08-10 23:12:01,37.820282,-122.288678,"37.8201355, -122.2887764",coord_decimal,37.8201355,-122.2887764,18.4,37.820282,-122.288678,1.0,Male,32.0,White,,,,,,,2,1,12,10,8,6,5,11,4,9,3,7,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,,Divorce/breakup,Could not pay rent,,Eviction,,,
331,R_jD3CUVrcIzm718R,2025-08-10 23:12:03,37.820567,-122.286712,"37.8203823, -122.2869643",coord_decimal,37.8203823,-122.2869643,30.2,37.820567,-122.286712,0.0,Male,58.0,White,,,,,,,3,5,11,7,10,8,12,6,9,1,2,4,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,Other (Specify),Owner died
332,R_euAZlNYuuEN1eHx,2025-08-10 23:12:05,37.820973,-122.270942,"37.8203794, -122.2870273",coord_decimal,37.8203794,-122.2870273,1414.4,37.820973,-122.270942,0.0,Male,50.0,White,,,,,,,1,10,6,3,8,9,4,11,7,5,12,2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,,,,,,Eviction,,,
333,R_eDflZyZRbPmeQwG,2025-08-10 23:12:06,37.821175,-122.271037,"37.8203794, -122.2870273",coord_decimal,37.8203794,-122.2870273,1407.3,37.821175,-122.271037,0.0,Female,40.0,White,,,,,,,2,7,10,8,5,12,11,6,3,1,9,4,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Had a stroke
334,R_5K8TchNyYJoMtoP,2025-08-14 12:22:29,37.96354,-122.359102,Richmond,area_vague,,,,37.96354,-122.359102,1.0,Male,40.0,,Hispanic,,,,,,4,5,10,1,11,12,9,6,8,3,7,2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
335,R_mlqUkvUe5NHQWeC,2025-08-14 12:22:31,37.963408,-122.359002,El yonque,area_vague,,,,37.963408,-122.359002,0.0,Female,44.0,,Hispanic,,,,,,8,9,2,1,7,3,11,10,5,4,12,6,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
336,R_of3Ki4WhwcuNWoV,2025-08-14 12:22:32,37.96341,-122.359048,Piquenpul,area_vague,,,,37.96341,-122.359048,0.0,Male,55.0,,Hispanic,,,,,,1,12,7,3,6,10,11,4,5,2,8,9,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
337,R_7La87BunjmdD08B,2025-08-14 12:22:33,37.954972,-122.364167,North richmond,area_vague,,,,37.954972,-122.364167,1.0,Male,55.0,White,,,,,,,10,1,3,11,2,8,5,6,7,9,4,12,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Shut down
338,R_adUTgBtf90YcxGG,2025-08-14 12:22:34,37.934893,-122.361733,Nevin,address,37.9362783,-122.3647119,303.3,37.934893,-122.361733,0.0,Female,44.0,,Hispanic,,,,,,,,,,,,,,,,,,,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
339,R_kXhMMj5vm67s0ud,2025-08-14 12:22:35,37.934828,-122.361718,Nevin,address,37.9362783,-122.3647119,308.1,37.934828,-122.361718,0.0,Female,26.0,,Hispanic,,,,,,7,10,9,6,4,11,5,2,1,3,8,12,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
340,R_0wCOYQ5TU0WTuai,2025-08-15 23:29:00,37.847838,-122.252383,Jefferson and 14th in oakland ca,area_vague,,,,37.847838,-122.252383,0.0,Male,65.0,,,Black,,,,,1,6,8,9,10,7,11,5,4,12,3,2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,Divorce/breakup,,,,,,
341,R_iX3txAyyQ3ysP3T,2025-08-15 23:29:01,37.8479,-122.252427,"Oxford and Frank Schlessinger Way Berkeley, CA",area_vague,,,,37.8479,-122.252427,0.0,Male,34.0,White,,,,,,,3,7,4,6,5,1,10,11,9,12,8,2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,Eviction,,,
342,R_7SMEudbN6Zehta9,2025-08-15 23:29:02,37.847793,-122.252328,2218 acton street berkeley behimd house,area_vague,,,,37.847793,-122.252328,0.0,Female,57.0,,Hispanic,,,,,,6,5,3,4,7,2,9,8,11,12,10,1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),House raided and i went to hospital
343,R_bx9tz0Is7BYRjhI,2025-08-15 23:29:03,37.847878,-122.252332,38th ave and west street oakland,area_vague,,,,37.847878,-122.252332,0.0,Male,67.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,1,6,4,8,11,5,7,9,2,12,10,3,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
344,R_1U9Io6FdPVlfYXA,2025-08-16 11:41:54,37.933033,-122.346587,Richmond,area_vague,,,,37.933033,-122.346587,0.0,Male,44.0,,Hispanic,,,,,,8,3,7,5,11,12,10,1,9,2,6,4,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,Released from jail/prison,,
345,R_eKmoIVYKRD3p2o8,2025-08-16 12:19:53,37.931898,-122.359797,Harbour way,address,38.1077676,-122.2650986,21242.5,37.931898,-122.359797,1.0,Female,44.0,,Hispanic,,,,,No Shelter/Outside,3,8,12,11,5,4,6,7,10,1,9,2,Housing Type 2,Housing Type 1,,Housing Type 1,Housing Type 2,Housing Type 1,,,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,,Could not pay rent,,Eviction,,,
346,R_nudOezjyogyXu2f,2025-08-16 23:45:01,37.820567,-122.290283,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,45.7,37.820567,-122.290283,1.0,Female,40.0,White,,,,,,,2,6,11,8,9,3,5,7,4,1,12,10,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,Eviction,,,
347,R_8ZkzRN9B7qskAej,2025-08-16 23:45:02,,,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,,37.8203476,-122.2907231,1.0,Male,57.0,White,,,,,,,4,10,12,2,11,9,5,8,6,3,1,7,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,,,,,Eviction,,,
348,R_aBt8k7UMdxC4jOa,2025-08-16 23:45:03,37.819942,-122.290718,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,45.1,37.819942,-122.290718,1.0,Female,53.0,White,,,,,No Shelter/Outside,No Shelter/Outside,2,8,12,1,7,10,4,9,3,5,11,6,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Domestic violence
349,R_8HfaRbCjA5PgT4S,2025-08-16 23:45:05,,,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,,37.8203476,-122.2907231,0.0,Male,70.0,,,Black,,,,,3,2,6,7,10,11,4,8,9,1,12,5,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,,,,Could not pay rent,,,,,
350,R_lX5lDjMWJ6O4BF1,2025-08-16 23:45:07,,,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,,37.8203476,-122.2907231,1.0,Male,44.0,White,,,,,,,12,6,10,3,11,9,5,8,4,1,2,7,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,,,,,,,,Other (Specify),Moved to cali
351,R_bIBPS5qMPkUmLql,2025-08-16 23:45:08,,,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,,37.8203476,-122.2907231,1.0,Female,46.0,,,,Asian,,,,3,5,9,7,11,8,4,12,10,1,2,6,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,Eviction,,,
352,R_ePWPnG7aB91ApTk,2025-08-16 23:45:09,,,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,,37.8203476,-122.2907231,1.0,Female,46.0,White,,,,,,,2,4,11,5,8,12,3,10,9,1,6,7,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,Eviction,,,
353,R_m2d4nsxx0Z835CC,2025-08-16 23:45:10,,,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,,37.8203476,-122.2907231,1.0,Female,39.0,White,,,,,,No Shelter/Outside,3,9,12,6,4,11,5,10,7,1,2,8,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Relative died
354,R_ed6caeFe2NL4bgU,2025-08-16 23:45:11,,,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,,37.8203476,-122.2907231,1.0,Female,38.0,,,Black,,,,,2,8,5,4,11,6,10,7,3,12,1,9,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,,,,,,,Other (Specify),Foreclosure so evicted
355,R_m5V403v4JY72ll0,2025-08-16 23:45:11,37.820865,-122.289757,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,102.5,37.820865,-122.289757,1.0,Male,52.0,,,Black,,,,,2,6,11,3,9,10,4,8,5,12,1,7,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
356,R_fUjxGLYfZ3tyYmk,2025-08-16 23:45:12,,,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,,37.8203476,-122.2907231,1.0,Male,57.0,White,,,,,No Shelter/Outside,No Shelter/Outside,1,6,7,9,8,12,3,5,2,10,11,4,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Deposit and rent too high and chose to live in rv
357,R_daMror65zptvX1n,2025-08-16 23:45:13,37.820907,-122.28974,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,106.4,37.820907,-122.28974,1.0,Female,36.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,3,7,8,6,9,10,4,11,2,12,1,5,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,,,,,Rent increase,,,,
358,R_mEhHgcRDIhNnD2C,2025-08-16 23:45:14,,,"37.8203476, -122.2907231",coord_decimal,37.8203476,-122.2907231,,37.8203476,-122.2907231,1.0,Male,50.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,2,12,8,3,11,7,4,6,9,10,1,5,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,,,,Rent increase,,,,
359,R_7gDb0QmTDukP0Zg,2025-08-18 14:43:09,37.911415,-122.318537,,missing,,,,37.911415,-122.318537,1.0,Female,23.0,White,,,,,,,4,3,9,8,1,7,5,10,11,12,2,6,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
360,R_hl2AoX9lkUkAxre,2025-08-18 14:43:10,37.933483,-122.332812,Hensley,area_vague,,,,37.933483,-122.332812,0.0,Female,42.0,,Hispanic,,,,,,3,5,12,11,9,1,8,10,4,7,6,2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,Other (Specify),Failed fire/safety inspection
361,R_eIZjYBtpNPgkcjT,2025-08-18 14:43:11,37.933437,-122.332738,Macdonald,address,37.7061919,-122.4098691,26161.0,37.933437,-122.332738,0.0,Female,47.0,,,Black,,,,,12,9,6,2,8,7,4,1,5,11,10,3,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,Other (Specify),Mom pass away
362,R_9pa49MDldpKVi65,2025-08-18 14:43:13,37.933457,-122.332743,,missing,,,,37.933457,-122.332743,0.0,Male,27.0,,,Black,Asian,American Indian,,,3,1,8,2,7,6,10,11,5,12,9,4,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,No,No,No,No,No,No,No,No,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
363,R_0Uc0jViGkObAQo1,2025-08-18 14:43:14,37.933482,-122.332752,Na,junk,,,,37.933482,-122.332752,1.0,Female,25.0,,,Black,,,,,4,1,5,2,9,11,12,3,7,10,8,6,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
