new_id,Response_ID,Recorded_Date,best_lat,best_lon,input_category,distance_m,sweep,gender,age,race_White,race_Hispanic,race_Black,last_30_noshelter,_3year_noshelter,sweeps_100m,closures_100m,sweeps_200m,closures_200m,shelter_aversion_score,top_shelter_attribute,Rank___Level_of_privacy,Rank___Length_allowed_to_stay,Rank___Security_Guards,Rank___Case_Management,Rank___Close_to_transit,Rank___Proximity_to_where_you_st,Rank___Substance_Use_Policy,Rank___Participation_in_rule_mak,Rank___Curfew_Policy,Rank___Pet_Policy,Rank___Partners_Policy,Rank___How_Clean_it_is,Preferred_B1Q1,Preferred_B1Q2,Preferred_B1Q3,Preferred_B1Q4,Preferred_B2Q1,Preferred_B2Q2,Preferred_B2Q3,Preferred_B2Q4,Preferred_B3Q1,Preferred_B3Q2,Preferred_B3Q3,Preferred_B3Q4,Outside_Option_B1Q1,Outside_Option_B1Q2,Outside_Option_B1Q3,Outside_Option_B1Q4,Outside_Option_B2Q1,Outside_Option_B2Q2,Outside_Option_B2Q3,Outside_Option_B2Q4,Outside_Option_B3Q1,Outside_Option_B3Q2,Outside_Option_B3Q3,Outside_Option_B3Q4,trigger___Selected_Choice_Family,trigger___Selected_Choice_Chose_,trigger___Selected_Choice_Divorc,trigger___Selected_Choice_Could_,trigger___Selected_Choice_Rent_i,trigger___Selected_Choice_Evicti,trigger___Selected_Choice_Releas,trigger___Selected_Choice_Other_,trigger___Other__Specify____Text
329,R_4bMHLyt1lc6Cok9,2025-08-10 23:12:00,37.809757,-122.291568,coord_decimal,18.9,1.0,Female,57.0,,,,,,29,21,59,43,0.5,Partners Policy,3.0,9.0,4.0,6.0,5.0,11.0,8.0,10.0,7.0,2.0,1.0,12.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,,Divorce/breakup,,,,,,
330,R_hzSygy0iKoEesGt,2025-08-10 23:12:01,37.820282,-122.288678,coord_decimal,18.4,1.0,Male,32.0,White,,,,,8,4,17,10,0.25,Length allowed to stay,2.0,1.0,12.0,10.0,8.0,6.0,5.0,11.0,4.0,9.0,3.0,7.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,,,Divorce/breakup,Could not pay rent,,Eviction,,,
331,R_jD3CUVrcIzm718R,2025-08-10 23:12:03,37.820567,-122.286712,coord_decimal,30.2,0.0,Male,58.0,White,,,,,3,1,6,1,0.3333333333333333,Pet Policy,3.0,5.0,11.0,7.0,10.0,8.0,12.0,6.0,9.0,1.0,2.0,4.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,Other (Specify),Owner died
332,R_euAZlNYuuEN1eHx,2025-08-10 23:12:05,37.820973,-122.270942,coord_decimal,1414.4,0.0,Male,50.0,White,,,,,0,0,0,0,0.5,Level of privacy,1.0,10.0,6.0,3.0,8.0,9.0,4.0,11.0,7.0,5.0,12.0,2.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,,,,,,Eviction,,,
333,R_eDflZyZRbPmeQwG,2025-08-10 23:12:06,37.821175,-122.271037,coord_decimal,1407.3,0.0,Female,40.0,White,,,,,0,0,0,0,0.5833333333333334,Pet Policy,2.0,7.0,10.0,8.0,5.0,12.0,11.0,6.0,3.0,1.0,9.0,4.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Had a stroke
334,R_5K8TchNyYJoMtoP,2025-08-14 12:22:29,37.96354,-122.359102,area_vague,,1.0,Male,40.0,,Hispanic,,,,0,0,0,0,1.0,Case Management,4.0,5.0,10.0,1.0,11.0,12.0,9.0,6.0,8.0,3.0,7.0,2.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
335,R_mlqUkvUe5NHQWeC,2025-08-14 12:22:31,37.963408,-122.359002,area_vague,,0.0,Female,44.0,,Hispanic,,,,0,0,0,0,0.9166666666666666,Case Management,8.0,9.0,2.0,1.0,7.0,3.0,11.0,10.0,5.0,4.0,12.0,6.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
336,R_of3Ki4WhwcuNWoV,2025-08-14 12:22:32,37.96341,-122.359048,area_vague,,0.0,Male,55.0,,Hispanic,,,,0,0,0,0,1.0,Level of privacy,1.0,12.0,7.0,3.0,6.0,10.0,11.0,4.0,5.0,2.0,8.0,9.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
337,R_7La87BunjmdD08B,2025-08-14 12:22:33,37.954972,-122.364167,area_vague,,1.0,Male,55.0,White,,,,,0,0,0,0,0.9166666666666666,Length allowed to stay,10.0,1.0,3.0,11.0,2.0,8.0,5.0,6.0,7.0,9.0,4.0,12.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Shut down
338,R_adUTgBtf90YcxGG,2025-08-14 12:22:34,37.934893,-122.361733,address,303.3,0.0,Female,44.0,,Hispanic,,,,0,0,0,0,1.0,,,,,,,,,,,,,,,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
339,R_kXhMMj5vm67s0ud,2025-08-14 12:22:35,37.934828,-122.361718,address,308.1,0.0,Female,26.0,,Hispanic,,,,0,0,0,0,1.0,Curfew Policy,7.0,10.0,9.0,6.0,4.0,11.0,5.0,2.0,1.0,3.0,8.0,12.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,
340,R_0wCOYQ5TU0WTuai,2025-08-15 23:29:00,37.847838,-122.252383,area_vague,,0.0,Male,65.0,,,Black,,,0,0,0,0,0.9166666666666666,Level of privacy,1.0,6.0,8.0,9.0,10.0,7.0,11.0,5.0,4.0,12.0,3.0,2.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,Divorce/breakup,,,,,,
341,R_iX3txAyyQ3ysP3T,2025-08-15 23:29:01,37.8479,-122.252427,area_vague,,0.0,Male,34.0,White,,,,,0,0,0,0,1.0,Proximity to where you st,3.0,7.0,4.0,6.0,5.0,1.0,10.0,11.0,9.0,12.0,8.0,2.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,Eviction,,,
342,R_7SMEudbN6Zehta9,2025-08-15 23:29:02,37.847793,-122.252328,area_vague,,0.0,Female,57.0,,Hispanic,,,,0,0,0,0,1.0,How Clean it is,6.0,5.0,3.0,4.0,7.0,2.0,9.0,8.0,11.0,12.0,10.0,1.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),House raided and i went to hospital
343,R_bx9tz0Is7BYRjhI,2025-08-15 23:29:03,37.847878,-122.252332,area_vague,,0.0,Male,67.0,,,Black,No Shelter/Outside,No Shelter/Outside,0,0,0,0,0.9166666666666666,Level of privacy,1.0,6.0,4.0,8.0,11.0,5.0,7.0,9.0,2.0,12.0,10.0,3.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
344,R_1U9Io6FdPVlfYXA,2025-08-16 11:41:54,37.933033,-122.346587,area_vague,,0.0,Male,44.0,,Hispanic,,,,0,0,0,0,0.0,Participation in rule mak,8.0,3.0,7.0,5.0,11.0,12.0,10.0,1.0,9.0,2.0,6.0,4.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,Released from jail/prison,,
345,R_eKmoIVYKRD3p2o8,2025-08-16 12:19:53,37.931898,-122.359797,address,21242.5,1.0,Female,44.0,,Hispanic,,,No Shelter/Outside,0,0,0,0,0.9166666666666666,Pet Policy,3.0,8.0,12.0,11.0,5.0,4.0,6.0,7.0,10.0,1.0,9.0,2.0,Housing Type 2,Housing Type 1,,Housing Type 1,Housing Type 2,Housing Type 1,,,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,,Could not pay rent,,Eviction,,,
346,R_nudOezjyogyXu2f,2025-08-16 23:45:01,37.820567,-122.290283,coord_decimal,45.7,1.0,Female,40.0,White,,,,,4,4,42,36,0.0,Pet Policy,2.0,6.0,11.0,8.0,9.0,3.0,5.0,7.0,4.0,1.0,12.0,10.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,Eviction,,,
347,R_8ZkzRN9B7qskAej,2025-08-16 23:45:02,37.8203476,-122.2907231,coord_decimal,,1.0,Male,57.0,White,,,,,3,3,35,29,0.4166666666666667,Partners Policy,4.0,10.0,12.0,2.0,11.0,9.0,5.0,8.0,6.0,3.0,1.0,7.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,,,,,Eviction,,,
348,R_aBt8k7UMdxC4jOa,2025-08-16 23:45:03,37.819942,-122.290718,coord_decimal,45.1,1.0,Female,53.0,White,,,No Shelter/Outside,No Shelter/Outside,3,3,49,41,0.5833333333333334,Case Management,2.0,8.0,12.0,1.0,7.0,10.0,4.0,9.0,3.0,5.0,11.0,6.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Domestic violence
349,R_8HfaRbCjA5PgT4S,2025-08-16 23:45:05,37.8203476,-122.2907231,coord_decimal,,0.0,Male,70.0,,,Black,,,3,3,35,29,0.5833333333333334,Pet Policy,3.0,2.0,6.0,7.0,10.0,11.0,4.0,8.0,9.0,1.0,12.0,5.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,,,,Could not pay rent,,,,,
350,R_lX5lDjMWJ6O4BF1,2025-08-16 23:45:07,37.8203476,-122.2907231,coord_decimal,,1.0,Male,44.0,White,,,,,3,3,35,29,0.3333333333333333,Pet Policy,12.0,6.0,10.0,3.0,11.0,9.0,5.0,8.0,4.0,1.0,2.0,7.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,,,,,,,,Other (Specify),Moved to cali
351,R_bIBPS5qMPkUmLql,2025-08-16 23:45:08,37.8203476,-122.2907231,coord_decimal,,1.0,Female,46.0,,,,,,3,3,35,29,0.16666666666666666,Pet Policy,3.0,5.0,9.0,7.0,11.0,8.0,4.0,12.0,10.0,1.0,2.0,6.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,Eviction,,,
352,R_ePWPnG7aB91ApTk,2025-08-16 23:45:09,37.8203476,-122.2907231,coord_decimal,,1.0,Female,46.0,White,,,,,3,3,35,29,0.3333333333333333,Pet Policy,2.0,4.0,11.0,5.0,8.0,12.0,3.0,10.0,9.0,1.0,6.0,7.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,Eviction,,,
353,R_m2d4nsxx0Z835CC,2025-08-16 23:45:10,37.8203476,-122.2907231,coord_decimal,,1.0,Female,39.0,White,,,,No Shelter/Outside,3,3,35,29,0.4166666666666667,Pet Policy,3.0,9.0,12.0,6.0,4.0,11.0,5.0,10.0,7.0,1.0,2.0,8.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Relative died
354,R_ed6caeFe2NL4bgU,2025-08-16 23:45:11,37.8203476,-122.2907231,coord_decimal,,1.0,Female,38.0,,,Black,,,3,3,35,29,0.75,Partners Policy,2.0,8.0,5.0,4.0,11.0,6.0,10.0,7.0,3.0,12.0,1.0,9.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,,,,,,,Other (Specify),Foreclosure so evicted
355,R_m5V403v4JY72ll0,2025-08-16 23:45:11,37.820865,-122.289757,coord_decimal,102.5,1.0,Male,52.0,,,Black,,,4,4,43,34,0.5,Partners Policy,2.0,6.0,11.0,3.0,9.0,10.0,4.0,8.0,5.0,12.0,1.0,7.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
356,R_fUjxGLYfZ3tyYmk,2025-08-16 23:45:12,37.8203476,-122.2907231,coord_decimal,,1.0,Male,57.0,White,,,No Shelter/Outside,No Shelter/Outside,3,3,35,29,0.5,Level of privacy,1.0,6.0,7.0,9.0,8.0,12.0,3.0,5.0,2.0,10.0,11.0,4.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Deposit and rent too high and chose to live in rv
357,R_daMror65zptvX1n,2025-08-16 23:45:13,37.820907,-122.28974,coord_decimal,106.4,1.0,Female,36.0,,,Black,No Shelter/Outside,No Shelter/Outside,4,4,43,34,0.6666666666666666,Partners Policy,3.0,7.0,8.0,6.0,9.0,10.0,4.0,11.0,2.0,12.0,1.0,5.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,,,,,Rent increase,,,,
358,R_mEhHgcRDIhNnD2C,2025-08-16 23:45:14,37.8203476,-122.2907231,coord_decimal,,1.0,Male,50.0,,,Black,No Shelter/Outside,No Shelter/Outside,3,3,35,29,0.4166666666666667,Partners Policy,2.0,12.0,8.0,3.0,11.0,7.0,4.0,6.0,9.0,10.0,1.0,5.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,,,,Rent increase,,,,
359,R_7gDb0QmTDukP0Zg,2025-08-18 14:43:09,37.911415,-122.318537,missing,,1.0,Female,23.0,White,,,,,0,0,0,0,0.6666666666666666,Close to transit,4.0,3.0,9.0,8.0,1.0,7.0,5.0,10.0,11.0,12.0,2.0,6.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
360,R_hl2AoX9lkUkAxre,2025-08-18 14:43:10,37.933483,-122.332812,area_vague,,0.0,Female,42.0,,Hispanic,,,,0,0,0,0,0.0,Proximity to where you st,3.0,5.0,12.0,11.0,9.0,1.0,8.0,10.0,4.0,7.0,6.0,2.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,Other (Specify),Failed fire/safety inspection
361,R_eIZjYBtpNPgkcjT,2025-08-18 14:43:11,37.933437,-122.332738,address,26161.0,0.0,Female,47.0,,,Black,,,0,0,0,0,0.16666666666666666,Participation in rule mak,12.0,9.0,6.0,2.0,8.0,7.0,4.0,1.0,5.0,11.0,10.0,3.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,Other (Specify),Mom pass away
362,R_9pa49MDldpKVi65,2025-08-18 14:43:13,37.933457,-122.332743,missing,,0.0,Male,27.0,,,Black,,,0,0,0,0,0.0,Length allowed to stay,3.0,1.0,8.0,2.0,7.0,6.0,10.0,11.0,5.0,12.0,9.0,4.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,No,No,No,No,No,No,No,No,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
363,R_0Uc0jViGkObAQo1,2025-08-18 14:43:14,37.933482,-122.332752,junk,,1.0,Female,25.0,,,Black,,,0,0,0,0,0.8333333333333334,Length allowed to stay,4.0,1.0,5.0,2.0,9.0,11.0,12.0,3.0,7.0,10.0,8.0,6.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
364,R_iwxwI1GJpaqVaGa,2025-08-18 14:43:15,37.933568,-122.332823,address,26173.1,1.0,Female,58.0,White,,,,No Shelter/Outside,0,0,0,0,0.0,Curfew Policy,4.0,12.0,10.0,6.0,5.0,11.0,3.0,2.0,1.0,7.0,8.0,9.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Rent increase,,,,
365,R_4Tt2Io0hJBegnAr,2025-08-18 14:43:16,37.933485,-122.332758,address,26165.7,1.0,Male,44.0,,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Partners Policy,9.0,12.0,6.0,5.0,7.0,2.0,3.0,4.0,11.0,8.0,1.0,10.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
366,R_2xiA3kW3nGVUw87,2025-08-21 14:51:28,37.972318,-122.342888,coord_decimal,54.4,1.0,Transgender Man,38.0,,,,,,0,0,0,0,0.0,Partners Policy,5.0,2.0,9.0,8.0,7.0,3.0,11.0,12.0,4.0,10.0,1.0,6.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,No,No,No,No,No,No,No,No,No,No,No,No,,,,Could not pay rent,,,,,
367,R_8wRAQBwlx2UNzrO,2025-08-21 14:51:29,37.972303,-122.342977,missing,,0.0,Female,45.0,,Hispanic,,,,0,0,0,0,0.3333333333333333,Pet Policy,4.0,9.0,2.0,6.0,7.0,11.0,12.0,10.0,3.0,1.0,8.0,5.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,Other (Specify),Uun. Hibitutual cconditions
368,R_hKkqotqsgm525ji,2025-08-21 14:51:31,37.931917,-122.35971,missing,,0.0,Female,58.0,White,,,No Shelter/Outside,,0,0,0,0,1.0,Level of privacy,1.0,4.0,6.0,8.0,7.0,5.0,2.0,9.0,10.0,11.0,12.0,3.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
369,R_82bRrfjdNgyZiH4,2025-08-21 14:51:32,,,missing,,0.0,Female,,,,Black,,,0,0,0,0,1.0,Security Guards,3.0,7.0,1.0,5.0,4.0,2.0,12.0,6.0,10.0,11.0,9.0,8.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Changed
370,R_6KmsvZgtSxttXWa,2025-08-21 14:51:33,,,area_vague,,0.0,Female,54.0,,,Black,,,0,0,0,0,0.5,Close to transit,11.0,7.0,2.0,3.0,1.0,9.0,5.0,4.0,12.0,8.0,10.0,6.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
371,R_n63umPN7FcvOvXN,2025-08-21 14:51:34,37.931935,-122.359728,missing,,1.0,Male,62.0,White,,,,,0,0,0,0,1.0,How Clean it is,7.0,4.0,6.0,12.0,11.0,2.0,9.0,3.0,8.0,10.0,5.0,1.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),My lady died
372,R_dcjAyBOVKDJUHEe,2025-08-21 14:51:36,,,missing,,0.0,Male,30.0,,,,,,0,0,0,0,1.0,Partners Policy,2.0,12.0,11.0,7.0,9.0,10.0,4.0,6.0,3.0,8.0,1.0,5.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Work related
