location_raw,district,sensitivity_zone,OPERATION START DATE,OPERATION END DATE,start_date,end_date,duration_days,year,month,year_month,policy_era,intervention_primary,intervention_secondary,is_mixed_intervention,not_executed,is_self_closure,with_outreach,spatial_notes,location_type,location_for_geocoding,latitude,longitude,geocode_source,intervention_raw
Castro St between 5th St and 6th St,D3,Low,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 5th Street and 6th Street, Oakland, CA",,,,Closure
Castro St between 4th St and 5th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 4th Street and 5th Street, Oakland, CA",,,,Closure
Castro St between 3rd St and 4th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 3rd Street and 4th Street, Oakland, CA",,,,Closure
2nd & Brush,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,named_place,"2nd & Brush, Oakland, CA",,,,Closure
4th St between Clay St & Washington st,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"4th Street between Clay Street & Washington st, Oakland, CA",,,,Closure
4th St between Jefferson St & Clay St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"4th Street between Jefferson Street & Clay Street, Oakland, CA",,,,Closure
4th St between MLK & Jefferson St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"4th Street between Martin Luther King Jr Boulevard & Jefferson Street, Oakland, CA",,,,Closure
Castro St between 2nd St St and 3rd St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 2nd Street Street and 3rd Street, Oakland, CA",,,,Closure
Thomas L Berkley Way between Castro St and MLK,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Thomas L Berkley Way between Castro Street and Martin Luther King Jr Boulevard, Oakland, CA",,,,Closure
Castro St between 20th St & San Pablo Ave,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 20th Street & San Pablo Avenue, Oakland, CA",,,,Closure
Castro St between 19th St & 20th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 19th Street & 20th Street, Oakland, CA",,,,Closure
Castro St between 18th St & 19th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 18th Street & 19th Street, Oakland, CA",,,,Closure
Castro St between 17th St & 18th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 17th Street & 18th Street, Oakland, CA",,,,Closure
Castro St between 16th St & 17th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 16th Street & 17th Street, Oakland, CA",,,,Closure
Castro St between 15th St & 16th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 15th Street & 16th Street, Oakland, CA",,,,Closure
Castro St between 14th St & 15th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 14th Street & 15th Street, Oakland, CA",,,,Closure
Castro St between 12th St & 14th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 12th Street & 14th Street, Oakland, CA",,,,Closure
Castro St between 11th St & 12th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 11th Street & 12th Street, Oakland, CA",,,,Closure
Castro St between 10th St & 11th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 10th Street & 11th Street, Oakland, CA",,,,Closure
Castro St between 9th St & 10th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 9th Street & 10th Street, Oakland, CA",,,,Closure
Castro St between 8th St & 9th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 8th Street & 9th Street, Oakland, CA",,,,Closure
Castro St between 7th St & 8th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 7th Street & 8th Street, Oakland, CA",,,,Closure
Castro St between 6th and 7th St,D3,High,"February 24, 2025","February 25, 2025",2025-02-24,2025-02-25,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 6th and 7th Street, Oakland, CA",,,,Closure
Laverne Ave between 55th Ave and Foothill Blvd,D6,High,"February 20, 2025","February 21, 2025",2025-02-20,2025-02-21,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Laverne Avenue between 55th Avenue and Foothill Boulevard, Oakland, CA",,,,Closure
55th Ave between Foothill Blvd and Laverne Ave,D6,High,"February 20, 2025","February 21, 2025",2025-02-20,2025-02-21,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"55th Avenue between Foothill Boulevard and Laverne Avenue, Oakland, CA",,,,Closure
Trask St between Foothill Blvd and Bancroft Ave,D6,High,"February 20, 2025","February 21, 2025",2025-02-20,2025-02-21,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Trask Street between Foothill Boulevard and Bancroft Avenue, Oakland, CA",,,,Closure
Foothill Blvd between 55th Ave and 57th Ave,D6,High,"February 20, 2025","February 21, 2025",2025-02-20,2025-02-21,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Foothill Boulevard between 55th Avenue and 57th Avenue, Oakland, CA",,,,Closure
57th Ave between Bancroft and Laverne Ave,D6,High,"February 20, 2025","February 21, 2025",2025-02-20,2025-02-21,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"57th Avenue between Bancroft and Laverne Avenue, Oakland, CA",,,,Closure
"Wilma Chan Park (formerly ""Madison Park"")",D2,High,"February 20, 2025","February 21, 2025",2025-02-20,2025-02-21,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,named_place,"Wilma Chan Park (formerly ""Madison Park""), Oakland, CA",37.8039,-122.2362,known_place_lookup,Closure
San Pablo Ave between 23rd St and W Grand Ave,D3,High,"February 18, 2025","February 20, 2025",2025-02-18,2025-02-20,2,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between 23rd Street and West Grand Avenue, Oakland, CA",,,,Closure
W Grand Ave between MLK to Northgate,D3,High,"February 18, 2025","February 20, 2025",2025-02-18,2025-02-20,2,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between Martin Luther King Jr Boulevard to Northgate, Oakland, CA",,,,Closure
W Grand Ave between Northgate Ave and Telegraph Ave,D3,High,"February 18, 2025","February 20, 2025",2025-02-18,2025-02-20,2,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between Northgate Avenue and Telegraph Avenue, Oakland, CA",,,,Closure
Telegraph Ave between 23rd St and W Grand Ave,D3,High,"February 18, 2025","February 20, 2025",2025-02-18,2025-02-20,2,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Telegraph Avenue between 23rd Street and West Grand Avenue, Oakland, CA",,,,Closure
MLk between W Grand Ave & 23rd,D3,High,"February 18, 2025","February 20, 2025",2025-02-18,2025-02-20,2,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between West Grand Avenue & 23rd, Oakland, CA",,,,Closure
Northgate Ave between W Grand Ave and 23rd St,D3,High,"February 18, 2025","February 20, 2025",2025-02-18,2025-02-20,2,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between West Grand Avenue and 23rd Street, Oakland, CA",,,,Closure
Northgate Ave between 23rd St and 24th St,D3,High,"February 18, 2025","February 20, 2025",2025-02-18,2025-02-20,2,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between 23rd Street and 24th Street, Oakland, CA",,,,Closure
23rd St. between MLK and San Pablo,D3,High,"February 18, 2025","February 20, 2025",2025-02-18,2025-02-20,2,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street. between Martin Luther King Jr Boulevard and San Pablo, Oakland, CA",,,,Closure
23rd St between MLK to Northgate,D3,High,"February 18, 2025","February 20, 2025",2025-02-18,2025-02-20,2,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street between Martin Luther King Jr Boulevard to Northgate, Oakland, CA",,,,Closure
23rd St between Northgate Ave and Telegraph Ave,D3,High,"February 18, 2025","February 20, 2025",2025-02-18,2025-02-20,2,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street between Northgate Avenue and Telegraph Avenue, Oakland, CA",,,,Closure
W Grand Ave between San Pablo Ave & MLK,D3,High,"February 18, 2025","February 20, 2025",2025-02-18,2025-02-20,2,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA",,,,Closure
71st Ave and San Leandro St: 700 71st St,D6,High,"February 13, 2025","February 14, 2025",2025-02-13,2025-02-14,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"71st Avenue and San Leandro Street, Oakland, CA",,,,Closure
73rd Ave and Hawley St Access Road,D6,High,"February 11, 2025","February 14, 2025",2025-02-11,2025-02-14,3,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"73rd Avenue and Hawley Street Access Road, Oakland, CA",,,,Closure
75th Ave between Snell St & Hawley St,D6,High,"February 11, 2025","February 14, 2025",2025-02-11,2025-02-14,3,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"75th Avenue between Snell Street & Hawley Street, Oakland, CA",,,,Closure
73rd and San Leandro St/Coliseum/Airport Amtrak,D6,High,"February 11, 2025","February 14, 2025",2025-02-11,2025-02-14,3,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"73rd and San Leandro Street, Oakland, CA",,,,Closure
San Leandro Street between Seminary & 66th Avenue,D6,High,"February 10, 2025","February 13, 2025",2025-02-10,2025-02-13,3,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Leandro Street between Seminary & 66th Avenue, Oakland, CA",,,,Closure
34th St between MLK & Telegraph Ave (Overpass),D3,High,"February 05, 2025","February 07, 2025",2025-02-05,2025-02-07,2,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"34th Street between Martin Luther King Jr Boulevard & Telegraph Avenue (Overpass), Oakland, CA",,,,Closure
Baldwin between Hegenberger and 85th Ave,D7,High,"February 03, 2025","February 06, 2025",2025-02-03,2025-02-06,3,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Baldwin between Hegenberger and 85th Avenue, Oakland, CA",,,,Closure
692 Baldwin,D7,High,"February 03, 2025","February 06, 2025",2025-02-03,2025-02-06,3,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,address,"692 Baldwin, Oakland, CA",,,,Closure
Estuary Park/Jack London Aquatic Center,D3,High,"February 03, 2025","February 07, 2025",2025-02-03,2025-02-07,4,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,named_place,"Estuary Park, Oakland, CA",37.7907,-122.249,known_place_lookup,Closure
42nd between MLK & Telegraph,D1,Low,"February 03, 2025","February 07, 2025",2025-02-03,2025-02-07,4,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"42nd between Martin Luther King Jr Boulevard & Telegraph, Oakland, CA",,,,Closure
Castro St between 11th St & 12th St,D3,High,"February 03, 2025","February 04, 2025",2025-02-03,2025-02-04,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 11th Street & 12th Street, Oakland, CA",,,,Closure
Castro St between 10th St & 11th St,D3,High,"February 03, 2025","February 04, 2025",2025-02-03,2025-02-04,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 10th Street & 11th Street, Oakland, CA",,,,Closure
Castro St between 9th St & 10th St,D3,High,"February 03, 2025","February 04, 2025",2025-02-03,2025-02-04,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 9th Street & 10th Street, Oakland, CA",,,,Closure
Castro St between 8th St & 9th St,D3,High,"February 03, 2025","February 04, 2025",2025-02-03,2025-02-04,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 8th Street & 9th Street, Oakland, CA",,,,Closure
Castro St between 7th St & 8th St,D3,High,"February 03, 2025","February 04, 2025",2025-02-03,2025-02-04,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 7th Street & 8th Street, Oakland, CA",,,,Closure
Castro St between 5th St and 6th St,D3,Low,"February 03, 2025","February 04, 2025",2025-02-03,2025-02-04,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 5th Street and 6th Street, Oakland, CA",,,,Closure
7th St between Castro St & Gerry Adams Way,D3,Low,"February 03, 2025","February 04, 2025",2025-02-03,2025-02-04,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"7th Street between Castro Street & Gerry Adams Way, Oakland, CA",,,,Closure
Leet Drive,D7,High,"January 28, 2025","January 30, 2025",2025-01-28,2025-01-30,2,2025,1,2025-01,post_newsom_order,Closure,,False,False,False,False,,named_place,"Leet Drive, Oakland, CA",,,,Closure
Courtland Creek Park,D5,High,"January 27, 2025","January 27, 2025",2025-01-27,2025-01-27,0,2025,1,2025-01,post_newsom_order,Closure,,False,False,False,False,,named_place,"Courtland Creek Park, Oakland, CA",37.776,-122.1926,known_place_lookup,Closure
City Lot - Near 105th & Knight St,D7,High,"January 27, 2025","January 31, 2025",2025-01-27,2025-01-31,4,2025,1,2025-01,post_newsom_order,Closure,,False,False,False,False,,named_place,"City Lot - Near 105th & Knight Street, Oakland, CA",,,,Closure
42nd between MLK & Telegraph,D1,Low,"January 27, 2025","January 31, 2025",2025-01-27,2025-01-31,4,2025,1,2025-01,post_newsom_order,Closure,,False,False,False,False,,intersection,"42nd between Martin Luther King Jr Boulevard & Telegraph, Oakland, CA",,,,Closure
42nd between MLK & Telegraph,D1,Low,"January 24, 2025","January 24, 2025",2025-01-24,2025-01-24,0,2025,1,2025-01,post_newsom_order,Closure,,False,False,False,False,,intersection,"42nd between Martin Luther King Jr Boulevard & Telegraph, Oakland, CA",,,,Closure
Lakeshore Ave between Wayne Ave & Hanover,D2,High,"January 22, 2025","January 24, 2025",2025-01-22,2025-01-24,2,2025,1,2025-01,post_newsom_order,Closure,,False,False,False,False,,intersection,"Lakeshore Avenue between Wayne Avenue & Hanover, Oakland, CA",,,,Closure
62nd St between Herzog St & Baker St,D1,High,"January 22, 2025","January 22, 2025",2025-01-22,2025-01-22,0,2025,1,2025-01,post_newsom_order,Closure,,False,False,False,False,,intersection,"62nd Street between Herzog Street & Baker Street, Oakland, CA",,,,Closure
Hezrog St between 62nd St & 63rd St,D1,High,"January 22, 2025","January 22, 2025",2025-01-22,2025-01-22,0,2025,1,2025-01,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hezrog Street between 62nd Street & 63rd Street, Oakland, CA",,,,Closure
